id_lista,categoria,classe,geometria,nome_geografico,lat,long,uf
283,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Califórnia,-9.74071,-51.4972,PA
284,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Califórnia,-18.0359,-55.7183,MS
285,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Califórnia,-21.7441,-50.9483,SP
286,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Camagril Agropecuária,-14.1189,-57.3409,MT
287,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cambara,-11.6188,-56.5525,MT
288,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cambará,-17.9253,-55.2228,MS
289,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cambuhy,-21.6329,-48.4796,SP
290,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campana,-21894,-54.2939,MS
291,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campanário,-22.7829,-55.0728,MS
292,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Aberto,-11.7879,-45965,BA
293,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Alegre Iii,-16.8448,-53.7345,MT
294,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Alto,-13.0379,-51.7142,MT
295,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Bom,-18.7347,-52.6052,MS
296,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Claro,-12.6744,-51.7391,MT
297,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Grande,-20.2579,-48.7885,SP
298,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Real,-13.4444,-57.7798,MT
299,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Campo Triste,-20629,-52.0283,MS
300,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Canabrava,-5.59679,-43.3198,MA
301,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Canadá,-15.0241,-44.0386,MG
302,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Canadá,-18.8617,-48.4229,MG
303,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Canadá,-17.3601,-50.3385,GO
304,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Canamari,-18.5496,-50.3812,GO
305,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Canuanã,-11.9754,-49.9042,TO
306,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Capão Verde,-20.0739,-56.0733,MS
307,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Caraíbas,-15.6531,-43.4031,MG
308,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Caraíbas,-13.3873,-46.7761,GO
309,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Carandá,-22.1238,-57.2905,MS
310,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cataco,-21.2551,-49.7948,SP
311,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cedro,-5.75854,-49.1762,PA
312,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cedro,-21.8709,-55.7463,MS
313,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cedro,-16.2048,-55.3979,MT
314,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Centúria Austrália,-11.3581,-46.1664,BA
315,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Centúria Santana,-11.2165,-45.84,BA
316,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Centúria Vitória,-11.2278,-46038,BA
317,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cerradão,-18.2756,-51.2314,GO
318,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cerro Azul,-21.1825,-55.7342,MS
319,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cerro Porã,-22.0327,-57.4683,MS
320,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cervinho,-19.6598,-55.6253,MS
321,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Chapadão,-12.0726,-52.8254,MT
322,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Chapadão,-17.8936,-47244,MG
323,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cibrapa,-15.0368,-52.0999,MT
324,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cidade Verde,-15.4135,-54.3724,MT
325,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cocal Ii,-12.8011,-52.6053,MT
326,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Colorado,-18.8217,-53.8483,MS
327,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Colorado,-13.9451,-57.1038,MT
328,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Colorado,-13.1334,-55.4448,MT
329,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Concordia,-22.8526,-54.2084,MS
330,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Conforto,-14.0658,-50.4166,GO
331,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Congonhas,-19.6627,-50.9504,MG
332,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Constância,-20.4889,-49.1887,SP
333,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Continental,-20236,-48.6507,SP
334,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Copacabana,-17.4163,-47.8252,GO
335,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Córrego Azul,-21.4411,-52157,MS
336,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Corrego Limpo,-20.1706,-55.0513,MS
337,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Correntão,-18.7126,-51.8711,GO
338,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Corumbi,-12.5142,-61.3011,RO
339,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Costa Norte Ii,-9.29232,-58.0321,MT
340,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Coxilha,-28.1336,-52.2999,RS
341,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cristal 2,-14.3415,-50.4532,GO
342,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Cristo,-19.8654,-56.9881,MS
343,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Diamante,-9.05877,-45.5047,PI
344,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Dimep,-23.1402,-48.4954,SP
345,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda do Brejo,-19255,-44.4735,MG
346,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda do Café,-18.8735,-48.7218,MG
347,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Dois Irmãos,-16.3888,-57.2882,MT
348,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Dom Arlindo,-22.7956,-54.1572,MS
349,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Don Felipe,-22559,-55.3812,MS
350,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda dos Castanhais,-6.7751,-49.3611,PA
351,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda dos Três Rios,-16.9436,-46.2722,MG
352,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Douradinho,-21.6433,-53.3107,MS
353,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Duas Âncoras - Seção Sede,-14.9363,-52.1731,MT
354,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Eldorado,-15.5767,-52.2197,MT
355,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Eldorado,-7.75899,-49.1275,TO
356,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Encantado,-13.3135,-58.7991,MT
357,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Encontro das Águas,-22.6078,-48388,SP
358,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Entre Rios,-21.8785,-48.6593,SP
359,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Entre Rios,-21.3585,-57.1011,MS
360,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Espinhaço Ii,-15.3982,-52.0758,MT
361,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Esplanada,-20869,-52866,MS
362,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Estrela,-13156,-52.5703,MT
363,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Estrela D'Alva,-13.1917,-52.3122,MT
364,AER,pista_ponto_pouso,Linha,Aerodrómo Fazenda Estrela Dalva,-12.1117,-52.6223,MT
365,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Estrela do Aripuana,-10.7483,-59374,MT
366,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Excalibur,-15.2964,-60.3692,MT
367,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Experimental,-22.2954,-53.8482,MS
368,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda F5,-18.3642,-48.8718,MG
369,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fazendinha,-19.4828,-56.4851,MS
370,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Felicidade,-15.8423,-58.6344,MT
371,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Firme,-19.2595,-57.0129,MS
372,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Flávia,-18.3472,-53.7518,MS
373,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Flexas,-16.3692,-45.1233,MG
374,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Flor,-21.5006,-53755,MS
375,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Floresta,-17.5977,-50.6947,GO
376,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Floresta,-12.8066,-51874,MT
377,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Floresta do Lobo,-19.0781,-48.1292,MG
378,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Floresta Negra,-23815,-54.6993,MS
379,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Florida,-17.1869,-58.2192,MT
380,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fontana,-15.5024,-55.3813,MT
381,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Formosa,-20.1987,-53.2236,MS
382,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Forquilha,-15.2148,-50.8358,GO
383,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fortaleza,-20947,-52.7215,MS
384,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fortaleza,-15.6792,-53584,MT
385,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fortaleza de Santa Terezinha,-17.1866,-44.6494,MG
386,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fotaleza do Guaporé,-14.4662,-60.1737,MT
387,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Frigovale I,-10.4902,-48.3367,TO
388,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Fundãozinho,-18.9523,-53.1549,MS
389,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Furna Azul,-6216,-48426,TO
390,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Futura,-13.1217,-55.0706,MT
391,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Gaia,-18.7661,-48.7548,MG
392,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Gairova,-11198,-58.2354,MT
393,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Galheiro,-15.3131,-54.5976,MT
394,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Genipapo,-13.4535,-46.6798,GO
395,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Genipapo,-17.7245,-44.6159,MG
396,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Giruá,-18.8045,-54.8526,MS
397,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Gleba da Barra,-17.0147,-46.0747,MG
398,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Glória,-18.3146,-53.6607,MS
399,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Goaiba,-19.9253,-52.6173,MS
400,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Granja Santiago,-17.1622,-46.6603,MG
401,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Grupal,-10.0427,-51.5925,MT
402,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guaíba,-23236,-54.5402,MS
403,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guaivira,-20.6635,-52.7684,MS
404,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guanabara,-20.8184,-51.2672,SP
405,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guanabara,-21344,-51404,SP
406,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guanabara,-18.2312,-55.7503,MS
407,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guaporé,-13.7232,-60.3142,MT
408,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guaporé,-14.6009,-60.1218,MT
409,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guaporeí,-15.0063,-60.2208,MT
410,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guarani,-22.1642,-53.5682,MS
411,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Guariba,-10.2497,-60.1425,MT
412,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Horita,-13011,-46.2386,BA
413,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Horizonte,-17.6649,-54.8204,MS
414,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ideal,-18.6566,-40337,ES
415,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ilha Camargo,-17.0636,-56.5841,MT
416,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Independência,-14.8638,-53.4958,MT
417,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Inhumas,-17.0346,-46.2668,MG
418,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ipanema,-13.6214,-46.1381,BA
419,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ipanema,-20.8104,-51.3016,SP
420,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ipiranga,-20.9765,-55.5661,MS
421,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Irmaos Munaretto,-13.1116,-55.9936,MT
422,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Itaguassu,-21.3592,-55.6226,MS
423,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Itakiray,-23.5102,-54.2516,MS
424,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Itamarati,-22.1883,-55.5776,MS
425,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Itamarati Norte,-14.2429,-57.9953,MT
426,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Izaura - Usina Cocal,-22.5076,-50.8596,SP
427,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jacareúna,-11.4419,-52.1995,MT
428,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jacarezinho Nova Terra,-11.7567,-44.1334,BA
429,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jade,-10.9543,-48.9949,TO
430,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jaguarandy,-22.5891,-55.5854,MS
431,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jaguatirica,-22.0255,-57.9689,MS
432,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jaibense,-14.9464,-43.6703,MG
433,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Janaína,-22.9833,-55.0199,MS
434,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jangada,-14.7198,-51.9149,MT
435,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jaó,-14.7688,-51.9857,MT
436,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jaqueline,-12.8764,-60.1179,RO
437,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jarinã,-10.3257,-53.5928,MT
438,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jatobá,-14.1882,-57.5199,MT
439,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jatobá,-23.9228,-55.3001,MS
440,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jauru,-18.7295,-54.1064,MS
441,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jequitibá,-21.8784,-53.8154,MS
442,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jl,-20.0024,-51.3838,MS
443,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Juara,-11.8169,-57.5651,MT
444,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Juba,-14.7449,-58131,MT
445,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Juliana,-12.6827,-61.0891,RO
446,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Júlio Martins,-18.8449,-52486,MS
447,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jumbo,-22.5127,-53.3338,MS
448,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Jussara,-15.8454,-51.0728,GO
449,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Kajussol,-11.9582,-61.6848,RO
450,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Kurupay,-22.0361,-53.7358,MS
451,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lageado,-20.9954,-52.1669,MS
452,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa da Mata,-10.1352,-55.5789,MT
453,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa das Antas,-6.56477,-49.7259,PA
454,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa do Barro,-13.2345,-49.6993,GO
455,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa do Morro,-13.1033,-39.8951,BA
456,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa dos Patos,-16194,-43.0728,MG
457,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa do Triunfo,-6.5404,-52.7689,PA
458,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa Encantada,-16.0216,-58895,MT
459,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa Funda,-15.3407,-55.1407,MT
460,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lagoa Serena,-4.5981,-42.5926,PI
461,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lambari,-18.0222,-55.0025,MS
462,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lapa do Lobo,-19.5329,-50.9752,MS
463,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Londrina,-13.3609,-57.7584,MT
464,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Londrina Ii,-21.9718,-57.8546,MS
465,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Lucero Porã,-21907,-57.65,MS
466,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mamoneira,-16.5861,-46.5011,MG
467,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Manchete,-9.74824,-49.9778,TO
468,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mandassaia,-10.8119,-57.6791,MT
469,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Marabá,-15.2753,-55.1215,MT
470,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Marabá,-21.6897,-57.3657,MS
471,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Maracaí,-23.4133,-54.0136,MS
472,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Marambaia,-17.4392,-44.9375,MG
473,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Marazul,-16.5429,-55.9184,MT
474,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Marca Salto,-21.9826,-53.9039,MS
475,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Maria do Guaporé,-14.1994,-60.2871,MT
476,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Maria José,-17.4581,-54.7398,MT
477,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Marocopa,-17.3235,-46545,MG
478,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Masutti,-13.5581,-59.1144,MT
479,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mata Escura,-5.74523,-43.6029,MA
480,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mato Alto,-23.5055,-54.3094,MS
481,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mato Grosso,-13.8246,-59.1633,MT
482,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Menina,-20.6404,-51477,SP
483,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mequens,-13.0624,-62.2594,RO
484,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mercedes Estância,-18.3354,-55.4826,MS
485,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Michelim,-17.3812,-54.7361,MT
486,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mimoso,-20.7302,-53.5628,MS
487,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Modelo,-21.3726,-52.2015,MS
488,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Monte Alegre,-14.7734,-57.3626,MT
489,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Morada da Lua,-18.2654,-54.3133,MS
490,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Morro Alto,-10.5052,-55.7105,MT
491,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Morro Vermelho,-22.2766,-48.6041,SP
492,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mrv,-14.9137,-43364,MG
493,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Muiraquitã,-10.4285,-60.5464,MT
494,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mundo Acabado,-17.9407,-54.9304,MS
495,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mutum,-22.2797,-52.8442,MS
496,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Mutum,-15.3983,-54609,MT
497,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nazaré,-9.35664,-45.5597,PI
498,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Negrinha,-21.8747,-50.8731,SP
499,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nhandu,-9.63234,-55.2175,MT
500,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nossa Senhora Aparecida,-17.5447,-53.8938,MS
501,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nossa Senhora Aparecida,-19.9483,-48584,MG
502,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nossa Senhora da Muxima,-19.5873,-52.9524,MS
503,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova,-17.1727,-50.2085,GO
504,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova,-19.0503,-48.5822,MG
505,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova Floresta,-21.8917,-51.1777,SP
506,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova Holanda,-8.80688,-46.3591,MA
507,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova Jerusalém,-12.5941,-55.6976,MT
508,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova Larga,-16.6704,-57.6753,MT
509,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Nova Viena,-14.8861,-52278,MT
510,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Novo Horizonte,-18.3184,-54937,MS
511,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Novo Horizonte,-7.0968,-48.7605,TO
512,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Novo Horizonte,-15.4319,-43.9119,MG
513,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Novo Rumo,-22.9854,-53.8773,MS
514,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Olho D'Água,-5.66358,-43536,MA
515,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Olho D'Água,-16141,-52.9666,MT
516,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Olhos Dágua,-12.0094,-40.2744,BA
517,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ouro Verde,-23978,-55364,MS
518,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Ouro Verde,-18082,-55311,MS
519,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pacuruxu,-21.2573,-51.7296,SP
520,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paiaguas,-14.0728,-57.4507,MT
521,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paiquerê,-19.8844,-50505,SP
522,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Palma,-31.6543,-52.2077,RS
523,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Palmeira,-12.0904,-55.9968,MT
524,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Palmeiras,-22.1566,-47.7193,SP
525,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paloma,-20.3217,-48.8331,SP
526,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pamplona,-16.2168,-47.6301,GO
527,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Panorama,-22.0389,-56.2693,MS
528,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pantera,-17.9523,-53.2469,MT
529,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paquetá,-22.3678,-55.1276,MS
530,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paraguá,-14.7765,-60039,MT
531,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paraíso,-19.1628,-52.9969,MS
532,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paraíso,-12.4305,-54.2507,MT
533,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paraíso,-20.5625,-54.8644,MS
534,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paraná,-11.7167,-58.2203,MT
535,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Parnaíba,-8.5099,-46.0746,MA
536,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Paulista,-25.3917,-54.41,PR
537,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pedra Mármore,-21.2705,-56.5131,MS
538,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Peixe Bravo,-10.0946,-50.3822,MT
539,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pequena Holanda I,-9.00905,-46.1361,MA
540,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Perdizes,-17.5991,-44.6592,MG
541,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Periquitos,-20.5015,-51.8329,MS
542,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pertinho do Céu,-16.4747,-53.9112,MT
543,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pica-Pau,-14.7493,-50.6629,GO
544,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pingo Dágua,-17.7252,-53.9385,MS
545,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Piquiri,-22.0256,-57903,MS
546,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Piraguassu,-10.8598,-51.6888,MT
547,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Pirapó,-12.2121,-55.8573,MT
548,AER,pista_ponto_pouso,Linha,Aeródromo Fazenda Piratininga,-12.8224,-50.3298,GO
